id,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed,efficiency,date
1503960366,2016-04-12,1,327,346,0.9450867052023122,2016-04-12
1503960366,2016-04-13,2,384,407,0.9434889434889435,2016-04-13
1503960366,2016-04-15,1,412,442,0.9321266968325792,2016-04-15
1503960366,2016-04-16,2,340,367,0.9264305177111717,2016-04-16
1503960366,2016-04-17,1,700,712,0.9831460674157303,2016-04-17
1503960366,2016-04-19,1,304,320,0.95,2016-04-19
1503960366,2016-04-20,1,360,377,0.9549071618037135,2016-04-20
1503960366,2016-04-21,1,325,364,0.8928571428571429,2016-04-21
1503960366,2016-04-23,1,361,384,0.9401041666666666,2016-04-23
1503960366,2016-04-24,1,430,449,0.9576837416481069,2016-04-24
1503960366,2016-04-25,1,277,323,0.8575851393188855,2016-04-25
1503960366,2016-04-26,1,245,274,0.8941605839416058,2016-04-26
1503960366,2016-04-28,1,366,393,0.9312977099236641,2016-04-28
1503960366,2016-04-29,1,341,354,0.963276836158192,2016-04-29
1503960366,2016-04-30,1,404,425,0.9505882352941176,2016-04-30
1503960366,2016-05-01,1,369,396,0.9318181818181818,2016-05-01
1503960366,2016-05-02,1,277,309,0.8964401294498382,2016-05-02
1503960366,2016-05-03,1,273,296,0.9222972972972973,2016-05-03
1503960366,2016-05-05,1,247,264,0.9356060606060606,2016-05-05
1503960366,2016-05-06,1,334,367,0.9100817438692098,2016-05-06
1503960366,2016-05-07,1,331,349,0.9484240687679083,2016-05-07
1503960366,2016-05-08,1,594,611,0.972176759410802,2016-05-08
1503960366,2016-05-09,1,338,342,0.9883040935672515,2016-05-09
1503960366,2016-05-10,1,383,403,0.9503722084367245,2016-05-10
1503960366,2016-05-11,1,285,306,0.9313725490196079,2016-05-11
1644430081,2016-04-29,1,119,127,0.937007874015748,2016-04-29
1644430081,2016-04-30,1,124,142,0.8732394366197183,2016-04-30
1644430081,2016-05-02,1,796,961,0.8283038501560874,2016-05-02
1644430081,2016-05-08,1,137,154,0.8896103896103896,2016-05-08
1844505072,2016-04-15,1,644,961,0.6701352757544224,2016-04-15
1844505072,2016-04-30,1,722,961,0.7513007284079084,2016-04-30
1844505072,2016-05-01,1,590,961,0.6139438085327783,2016-05-01
1927972279,2016-04-12,3,750,775,0.967741935483871,2016-04-12
1927972279,2016-04-13,1,398,422,0.943127962085308,2016-04-13
1927972279,2016-04-15,2,475,499,0.9519038076152304,2016-04-15
1927972279,2016-04-26,1,296,315,0.9396825396825397,2016-04-26
1927972279,2016-04-28,1,166,178,0.9325842696629213,2016-04-28
2026352035,2016-04-12,1,503,546,0.9212454212454212,2016-04-12
2026352035,2016-04-13,1,531,565,0.9398230088495575,2016-04-13
2026352035,2016-04-14,1,545,568,0.9595070422535211,2016-04-14
2026352035,2016-04-15,1,523,573,0.912739965095986,2016-04-15
2026352035,2016-04-16,1,524,567,0.9241622574955908,2016-04-16
2026352035,2016-04-17,1,437,498,0.8775100401606426,2016-04-17
2026352035,2016-04-19,1,498,540,0.9222222222222223,2016-04-19
2026352035,2016-04-20,1,461,510,0.903921568627451,2016-04-20
2026352035,2016-04-21,1,477,514,0.9280155642023347,2016-04-21
2026352035,2016-04-22,1,520,545,0.9541284403669725,2016-04-22
2026352035,2016-04-23,1,522,554,0.9422382671480144,2016-04-23
2026352035,2016-04-24,1,555,591,0.9390862944162437,2016-04-24
2026352035,2016-04-25,1,506,531,0.9529190207156308,2016-04-25
2026352035,2016-04-27,1,508,545,0.9321100917431193,2016-04-27
2026352035,2016-04-28,1,513,545,0.9412844036697248,2016-04-28
2026352035,2016-04-29,1,490,510,0.9607843137254902,2016-04-29
2026352035,2016-04-30,1,573,607,0.943986820428336,2016-04-30
2026352035,2016-05-01,1,527,546,0.9652014652014652,2016-05-01
2026352035,2016-05-02,1,511,543,0.9410681399631676,2016-05-02
2026352035,2016-05-04,1,538,560,0.9607142857142857,2016-05-04
2026352035,2016-05-05,1,468,485,0.9649484536082474,2016-05-05
2026352035,2016-05-06,1,524,548,0.9562043795620438,2016-05-06
2026352035,2016-05-07,1,511,521,0.980806142034549,2016-05-07
2026352035,2016-05-08,1,541,568,0.9524647887323944,2016-05-08
2026352035,2016-05-09,1,531,556,0.9550359712230215,2016-05-09
2026352035,2016-05-10,1,357,380,0.9394736842105263,2016-05-10
2026352035,2016-05-11,1,523,553,0.945750452079566,2016-05-11
2026352035,2016-05-12,1,456,485,0.9402061855670103,2016-05-12
2320127002,2016-04-23,1,61,69,0.8840579710144928,2016-04-23
2347167796,2016-04-13,1,467,531,0.879472693032015,2016-04-13
2347167796,2016-04-14,1,445,489,0.9100204498977505,2016-04-14
2347167796,2016-04-15,1,452,504,0.8968253968253969,2016-04-15
2347167796,2016-04-17,1,556,602,0.9235880398671097,2016-04-17
2347167796,2016-04-18,1,500,557,0.8976660682226212,2016-04-18
2347167796,2016-04-19,1,465,514,0.9046692607003891,2016-04-19
2347167796,2016-04-21,1,460,484,0.9504132231404959,2016-04-21
2347167796,2016-04-22,1,405,461,0.8785249457700651,2016-04-22
2347167796,2016-04-23,1,374,386,0.9689119170984456,2016-04-23
2347167796,2016-04-24,1,442,459,0.9629629629629629,2016-04-24
2347167796,2016-04-25,1,433,471,0.9193205944798302,2016-04-25
2347167796,2016-04-26,1,436,490,0.889795918367347,2016-04-26
2347167796,2016-04-27,1,448,499,0.8977955911823647,2016-04-27
2347167796,2016-04-28,1,408,450,0.9066666666666666,2016-04-28
2347167796,2016-04-29,1,411,473,0.86892177589852,2016-04-29
3977333714,2016-04-12,1,274,469,0.5842217484008528,2016-04-12
3977333714,2016-04-13,2,295,456,0.6469298245614035,2016-04-13
3977333714,2016-04-14,1,291,397,0.7329974811083123,2016-04-14
3977333714,2016-04-15,1,424,556,0.762589928057554,2016-04-15
3977333714,2016-04-16,1,283,510,0.5549019607843138,2016-04-16
3977333714,2016-04-17,1,381,566,0.6731448763250883,2016-04-17
3977333714,2016-04-18,2,412,522,0.789272030651341,2016-04-18
3977333714,2016-04-19,1,219,395,0.5544303797468354,2016-04-19
3977333714,2016-04-20,2,152,305,0.49836065573770494,2016-04-20
3977333714,2016-04-21,1,332,512,0.6484375,2016-04-21
3977333714,2016-04-22,1,355,476,0.7457983193277311,2016-04-22
3977333714,2016-04-23,1,235,372,0.6317204301075269,2016-04-23
3977333714,2016-04-24,1,310,526,0.5893536121673004,2016-04-24
3977333714,2016-04-25,1,262,467,0.5610278372591007,2016-04-25
3977333714,2016-04-26,1,250,371,0.6738544474393531,2016-04-26
3977333714,2016-04-27,1,349,540,0.6462962962962963,2016-04-27
3977333714,2016-04-28,1,261,423,0.6170212765957447,2016-04-28
3977333714,2016-04-29,1,333,478,0.696652719665272,2016-04-29
3977333714,2016-04-30,1,237,382,0.6204188481675392,2016-04-30
3977333714,2016-05-01,1,383,626,0.6118210862619808,2016-05-01
3977333714,2016-05-02,1,230,384,0.5989583333333334,2016-05-02
3977333714,2016-05-03,1,292,500,0.584,2016-05-03
3977333714,2016-05-04,1,213,336,0.6339285714285714,2016-05-04
3977333714,2016-05-05,1,318,480,0.6625,2016-05-05
3977333714,2016-05-06,1,323,512,0.630859375,2016-05-06
3977333714,2016-05-07,1,237,443,0.5349887133182845,2016-05-07
3977333714,2016-05-08,2,259,456,0.5679824561403509,2016-05-08
3977333714,2016-05-10,1,312,452,0.6902654867256637,2016-05-10
4020332650,2016-04-12,1,501,541,0.9260628465804066,2016-04-12
4020332650,2016-04-16,1,77,77,1.0,2016-04-16
4020332650,2016-05-03,1,322,332,0.9698795180722891,2016-05-03
4020332650,2016-05-04,1,478,536,0.8917910447761194,2016-05-04
4020332650,2016-05-05,1,226,248,0.9112903225806451,2016-05-05
4020332650,2016-05-06,1,385,408,0.9436274509803921,2016-05-06
4020332650,2016-05-08,1,364,402,0.9054726368159204,2016-05-08
4020332650,2016-05-10,1,442,494,0.8947368421052632,2016-05-10
4319703577,2016-04-14,1,535,557,0.9605026929982047,2016-04-14
4319703577,2016-04-15,1,465,491,0.9470468431771895,2016-04-15
4319703577,2016-04-16,1,506,522,0.9693486590038314,2016-04-16
4319703577,2016-04-18,1,515,551,0.9346642468239564,2016-04-18
4319703577,2016-04-19,2,461,498,0.9257028112449799,2016-04-19
4319703577,2016-04-20,1,523,543,0.9631675874769797,2016-04-20
4319703577,2016-04-21,1,59,65,0.9076923076923077,2016-04-21
4319703577,2016-04-22,1,533,550,0.9690909090909091,2016-04-22
4319703577,2016-04-23,1,692,722,0.9584487534626038,2016-04-23
4319703577,2016-04-24,1,467,501,0.9321357285429142,2016-04-24
4319703577,2016-04-25,1,488,506,0.9644268774703557,2016-04-25
4319703577,2016-04-26,1,505,516,0.9786821705426356,2016-04-26
4319703577,2016-04-27,1,286,307,0.9315960912052117,2016-04-27
4319703577,2016-04-28,1,497,522,0.9521072796934866,2016-04-28
4319703577,2016-04-29,1,523,546,0.9578754578754579,2016-04-29
4319703577,2016-04-30,1,490,516,0.9496124031007752,2016-04-30
4319703577,2016-05-01,1,484,500,0.968,2016-05-01
4319703577,2016-05-02,1,478,506,0.9446640316205533,2016-05-02
4319703577,2016-05-03,1,474,512,0.92578125,2016-05-03
4319703577,2016-05-06,1,450,491,0.9164969450101833,2016-05-06
4319703577,2016-05-07,1,507,530,0.9566037735849057,2016-05-07
4319703577,2016-05-08,1,602,638,0.9435736677115988,2016-05-08
4319703577,2016-05-09,1,535,565,0.9469026548672567,2016-05-09
4319703577,2016-05-10,1,487,517,0.941972920696325,2016-05-10
4319703577,2016-05-11,1,529,558,0.9480286738351255,2016-05-11
4319703577,2016-05-12,1,302,321,0.940809968847352,2016-05-12
4388161847,2016-04-15,1,499,526,0.9486692015209125,2016-04-15
4388161847,2016-04-16,2,426,448,0.9508928571428571,2016-04-16
4388161847,2016-04-17,2,619,641,0.9656786271450858,2016-04-17
4388161847,2016-04-18,1,99,104,0.9519230769230769,2016-04-18
4388161847,2016-04-19,1,329,338,0.9733727810650887,2016-04-19
4388161847,2016-04-20,1,421,451,0.9334811529933481,2016-04-20
4388161847,2016-04-21,1,442,458,0.9650655021834061,2016-04-21
4388161847,2016-04-22,1,82,85,0.9647058823529412,2016-04-22
4388161847,2016-04-23,1,478,501,0.9540918163672655,2016-04-23
4388161847,2016-04-24,3,552,595,0.9277310924369748,2016-04-24
4388161847,2016-04-26,1,319,346,0.9219653179190751,2016-04-26
4388161847,2016-04-27,1,439,500,0.878,2016-04-27
4388161847,2016-04-28,1,428,458,0.9344978165938864,2016-04-28
4388161847,2016-04-30,2,409,430,0.9511627906976744,2016-04-30
4388161847,2016-05-01,1,547,597,0.916247906197655,2016-05-01
4388161847,2016-05-02,2,368,376,0.9787234042553191,2016-05-02
4388161847,2016-05-04,1,390,414,0.9420289855072463,2016-05-04
4388161847,2016-05-05,1,471,495,0.9515151515151515,2016-05-05
4388161847,2016-05-07,1,472,496,0.9516129032258065,2016-05-07
4388161847,2016-05-08,2,529,541,0.977818853974122,2016-05-08
4388161847,2016-05-09,1,62,65,0.9538461538461539,2016-05-09
4388161847,2016-05-10,1,354,375,0.944,2016-05-10
4388161847,2016-05-11,1,469,494,0.9493927125506073,2016-05-11
4445114986,2016-04-12,2,429,457,0.9387308533916849,2016-04-12
4445114986,2016-04-13,2,370,406,0.9113300492610837,2016-04-13
4445114986,2016-04-14,1,441,492,0.8963414634146342,2016-04-14
4445114986,2016-04-15,2,337,379,0.8891820580474934,2016-04-15
4445114986,2016-04-16,1,462,499,0.9258517034068137,2016-04-16
4445114986,2016-04-17,1,98,107,0.9158878504672897,2016-04-17
4445114986,2016-04-19,2,388,424,0.9150943396226415,2016-04-19
4445114986,2016-04-20,1,439,462,0.9502164502164502,2016-04-20
4445114986,2016-04-21,1,436,469,0.929637526652452,2016-04-21
4445114986,2016-04-22,1,388,417,0.9304556354916067,2016-04-22
4445114986,2016-04-25,1,328,345,0.9507246376811594,2016-04-25
4445114986,2016-04-26,2,353,391,0.9028132992327366,2016-04-26
4445114986,2016-04-27,1,332,374,0.8877005347593583,2016-04-27
